id_number,Prediction
6326,17.8561341178
3714,54.0652375898
448,55.9643281881
7106,78.5644232679
4054,28.964815458
5893,62.9784307615
3203,50.7640022193
3657,25.8286108633
4952,56.1520659163
1867,33.7717024555
1080,58.0651590267
4573,37.5206115305
5869,30.5489533721
5580,45.1092616307
6975,70.3308682516
1198,37.6822855318
2169,77.4038080222
1351,55.8449809551
3196,69.4437322282
6074,79.1742629458
3592,63.8847436594
7107,78.5644232679
604,42.5793078681
768,64.712695054
4191,35.3243293644
6010,60.560621147
2192,43.7964617859
5172,30.7730342242
3469,25.8967246612
1726,47.0243626992
1315,80.9081264268
5923,65.0877560311
2944,52.3979958207
1883,78.353349334
5636,63.4253013359
2833,68.6260117439
2419,56.1036256161
4971,60.9827669611
597,49.4588908725
1483,77.6591402256
6898,46.1715719533
1272,65.5064257894
3783,69.7239690057
7231,78.4154293543
3180,70.9772059532
5043,49.3576359912
7239,78.7012505111
631,23.2972796933
568,24.14715307
2724,21.7957271146
3438,93.9611115549
6805,65.1694003423
4479,62.6605995726
4239,22.9722622814
6252,68.9260144478
6342,65.1063497728
1023,57.1633373925
3876,71.9060056215
746,60.0616629988
1418,64.0693586099
1337,28.6133052768
3914,30.68902791
5960,76.9616981585
3611,18.4614007645
3960,27.4320198909
5149,65.9134861727
6766,63.2062044732
7094,84.0748625349
4866,68.0474768903
1671,56.757940846
1995,41.0044707566
2571,49.2167076883
4572,61.9417762192
1523,36.2271105042
2732,21.1691635633
4014,70.4798703353
1203,42.0160936437
3579,59.8071748499
2760,18.3042479794
1300,72.7269590246
74,52.9088716688
6846,64.9563173057
4243,24.4129927648
6579,61.4080441077
3689,79.2718526366
4418,21.126754965
3050,56.9278356452
370,31.0419930761
6618,35.3762632678
6925,59.8883919072
825,26.7369674798
471,71.7004341369
3660,33.705385481
680,89.1044662091
4178,53.0163295613
3576,78.7552249541
1866,34.7833099227
382,13.8841929034
3791,29.3970785881
551,60.5844160937
1304,79.6836060375
3479,63.6693763745
1982,29.6423658354
3072,57.3681909006
3577,81.7948703447
6077,61.6762954782
5717,74.6018995382
3048,54.8013454009
1206,61.7887154367
4018,25.5385397869
2107,68.0954817845
5104,78.6216109878
3028,81.8923023242
3980,17.8412391672
1984,65.6328803999
2328,43.5083597149
6243,63.7111224926
6011,59.3832505289
3374,98.0988661249
2834,25.752660771
6827,62.7129701387
2229,53.3805115418
5485,62.8919979232
3160,62.2700724944
2716,29.6943831276
1286,68.3578983375
1565,29.2320817238
3601,23.0808779487
5423,53.3108082874
4601,61.6657289815
2063,37.6466859943
937,26.877380595
2500,96.2560236393
2736,29.4697286972
1374,68.2631753079
1790,50.4773589083
2549,61.6262126134
6953,48.8793158069
3906,69.232845153
6133,63.7872186891
1548,47.3495895616
4958,37.2654380109
6272,46.2438401913
1817,47.9556085985
173,5.54875344646
3593,14.1896894704
4152,59.6653849426
5496,58.7698826218
2039,21.1589358415
